Molecule,SMILES,Formula,TanimotoA,TanimotoS,MW,HeavyAtoms,AromaticHA,FractionCsp3,RotatableBonds,HBA,HBD,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,SilicosITLogP,ConsensusLogP,ESOLLogS,ESOLSolubilitymgml,ESOLSolubilitymoll,AliLogS,AliSolubilitymgml,AliSolubilitymoll,SilicosITLogSw,SilicosITSolubilitymgml,SilicosITSolubilitymoll,logKpcms,LipinskiViolations,GhoseViolations,VeberViolations,EganViolations,MueggeViolations,BioavailabilityScore,PAINSalerts,BrenkAlerts,LeadlikenessViolations,SyntheticAccessibility,TanimotoA3D,TanimotoS3D,
69,C#CCOC(=O)Cn1c(=O)c2cccc3c2c(c1=O)ccc3,C17H11NO4,0.290422886,0.278763595,293.27,22,13,0.12,4,4,0,83.11,65.37,2.74,2.18,1.21,2.36,3.16,2.33,-3.2,1.83E-01,6.24E-04,-3.19,1.91E-01,6.51E-04,-4.51,8.96E-03,3.05E-05,-6.54,0,0,0,0,0,0.55,0,1,0,2.59,0.799627358,0.813848993,
70,O=C(NCc1cccnc1)/C=C/c1cccc(c1)[N+](=O)[O-],C15H13N3O3,0.229060914,0.233666863,283.28,21,12,0.07,6,4,1,80.25,87.81,1.83,1.88,2.06,1.44,0.8,1.6,-2.81,4.41E-01,1.56E-03,-3.35,1.28E-01,4.51E-04,-4.41,1.09E-02,3.86E-05,-6.69,0,0,0,0,0,0.55,0,3,0,2.48,0.795381353,0.780816225,
71,[O-][N+](=O)c1cccc(c1)/C=C/C(=O)n1cnc2c1cccc2,C16H11N3O3,0.316425121,0.333523375,293.28,22,15,0,4,4,0,84.66,80.71,1.98,3.23,3.19,2.89,0.73,2.41,-3.93,3.42E-02,1.16E-04,-4.6,7.4E-03,2.52E-05,-4.01,2.84E-02,9.68E-05,-5.8,0,0,0,0,0,0.55,0,3,0,2.62,0.82845664,0.662624434,
72,C#CCOC(=O)CSc1nc2c(s1)cccc2,C12H9NO2S2,0.247975078,0.246828143,263.34,17,9,0.17,5,3,0,70.02,92.73,2.8,3.19,2.64,2.14,3.93,2.94,-3.54,7.52E-02,2.86E-04,-4.81,4.09E-03,1.55E-05,-3.66,5.71E-02,2.17E-04,-5.64,0,0,0,0,0,0.55,0,1,0,2.88,0.87630516,0.755056778,
73,CCOC(=O)C(=O)NCc1ccccc1,C11H13NO3,0.129265092,0.119714116,207.23,15,6,0.27,6,3,1,54.92,55.4,2.25,1.69,0.71,1.17,1.54,1.47,-2.09,1.69E+00,8.14E-03,-2.47,7.05E-01,3.4E-03,-3.29,1.06E-01,5.13E-04,-6.36,0,0,0,0,0,0.55,0,1,1,1.39,0.832075628,0.743810953,
74,OC(=O)CN1CNC(=S)NC1,C5H9N3O2S,0.082611592,0.076644538,175.21,11,0,0.6,2,3,3,53.84,96.69,0.66,-2.71,-2.38,-1.35,0.1,-1.14,0.91,1.43E+03,8.18E+00,1.23,2.98E+03,1.7E+01,-0.02,1.68E+02,9.59E-01,-9.29,0,1,0,0,2,0.55,0,1,1,2.14,0.869934753,0.786826231,
75,O=C(N1CCOCC1)/C=C/c1cccc(c1)[N+](=O)[O-],C13H14N2O4,0.217503218,0.220107079,262.26,19,6,0.31,4,4,0,75.37,75.36,2.16,1.26,0.98,1.16,0.13,1.14,-2.23,1.55E+00,5.9E-03,-2.44,9.49E-01,3.62E-03,-2,2.59E+00,9.89E-03,-7.01,0,0,0,0,0,0.55,0,3,0,2.58,0.886341573,0.768371851,
76,N#Cc1ccc(cc1)C(=O)Nc1cccc(c1)C(=O)C,C16H12N2O2,0.216216216,0.209563164,264.28,20,12,0.06,4,3,1,75.57,69.96,2.1,2.44,2.82,1.9,3.01,2.45,-3.2,1.68E-01,6.37E-04,-3.55,7.41E-02,2.8E-04,-5.34,1.21E-03,4.58E-06,-6.18,0,0,0,0,0,0.55,0,0,0,1.83,0.831267801,0.750453172,
77,C=CCNC(=O)COc1ccc(cc1)[N+](=O)[O-],C11H12N2O4,0.164041995,0.153341289,236.22,17,6,0.18,7,4,1,63.51,84.15,1.59,1.87,1.28,1.26,-0.12,1.18,-2.28,1.23E+00,5.23E-03,-3.26,1.3E-01,5.51E-04,-2.78,3.9E-01,1.65E-03,-6.41,0,0,0,0,0,0.55,0,3,1,2.01,0.862087912,0.782459233,
78,C=CCNC(=O)COc1ccc(cc1)Br,C11H12BrNO2,0.125082727,0.121230398,270.12,15,6,0.18,6,2,1,62.39,38.33,2.46,2.84,2.13,2.16,2.66,2.45,-3.2,1.69E-01,6.25E-04,-3.3,1.34E-01,4.98E-04,-4.25,1.53E-02,5.68E-05,-5.93,0,0,0,0,0,0.55,0,1,0,1.89,0.841164577,0.750894249,
79,NC(=N)N/N=C/1\C=C/C(=N\NC(=S)N)/C=C1.[O-][N+](=O)O,C8H12N8O3S,0.093130779,0.086227545,300.3,20,0,0,4,6,6,78.23,222.81,2.46,2.84,-1.21,2.16,2.66,2.45,-3.2,1.69E-01,6.25E-04,-3.3,1.34E-01,4.98E-04,-4.25,1.53E-02,5.68E-05,-5.93,0,0,0,0,0,0.55,0,1,0,1.89,0.833988606,0.780914688,
80,O=Cc1c(Sc2ncccn2)nc2n(c1=O)cccc2C,C14H10N4O2S,0.377182771,0.423337091,298.32,21,16,0.07,3,5,0,77.97,102.52,1.96,1.06,1.76,0.33,2.15,1.45,-2.72,5.64E-01,1.89E-03,-2.8,4.68E-01,1.57E-03,-4.62,7.17E-03,2.4E-05,-7.37,0,0,0,0,0,0.55,0,1,0,2.42,0.826789131,0.741256338,
81,C=CCN=Cc1c(NCC=C)nc2n(c1=O)cccc2,C15H16N4O,0.398428053,0.402155417,268.31,20,10,0.13,6,3,1,82.51,58.76,3.11,1.68,1.71,1.61,2.91,2.2,-2.54,7.81E-01,2.91E-03,-2.53,7.95E-01,2.96E-03,-4.26,1.48E-02,5.52E-05,-6.74,0,0,0,0,0,0.55,0,2,0,2.95,0.775809309,0.753291455,
82,Cc1cc(C)nc(n1)S.Cl,C6H9ClN2S,0.084118439,0.075987842,176.67,10,6,0.33,0,2,0,46.18,64.58,0,2.3,2.18,0.89,2.06,1.49,-2.83,2.62E-01,1.48E-03,-3.29,8.98E-02,5.08E-04,-2.51,5.46E-01,3.09E-03,-5.74,0,1,0,0,1,0.55,0,1,1,1.19,0.829855391,0.824472738,
83,Oc1nc2ccccc2nc1S,C8H6N2OS,0.162249515,0.165574747,178.21,12,10,0,0,3,1,48.81,84.81,1.74,1.54,1.62,0.93,1.73,1.51,-2.53,5.24E-01,2.94E-03,-2.93,2.09E-01,1.17E-03,-2.86,2.45E-01,1.37E-03,-6.29,0,1,0,0,1,0.55,0,1,1,1.78,0.814418273,0.812429272,
84,Cc1cc(nc(n1)S)N1CCOCC1,C9H13N3OS,0.271645737,0.24358209,211.28,14,6,0.56,1,3,0,59.98,77.05,2.23,1.17,0.53,0.49,1.65,1.21,-2.14,1.54E+00,7.27E-03,-2.38,8.74E-01,4.14E-03,-2.34,9.59E-01,4.54E-03,-6.76,0,0,0,0,0,0.55,0,1,1,1.95,0.785626858,0.760653276,
85,O=C(C(=O)Nc1ccccc1)Nc1ccccc1,C14H12N2O2,0.113864702,0.102905569,240.26,18,12,0,5,2,2,69.78,58.2,2.2,2.37,1.88,1.87,1.7,2,-2.99,2.48E-01,1.03E-03,-3.23,1.41E-01,5.85E-04,-4.92,2.88E-03,1.2E-05,-6.08,0,0,0,0,0,0.55,0,1,1,1.52,0.826083474,0.737602746,
86,ClCC(=O)N1CCOCC1,C6H10ClNO2,0.075433912,0.077953715,163.6,10,0,0.83,2,2,0,41.73,29.54,1.54,-0.6,-0.3,-0.05,1.17,0.35,-0.34,7.4E+01,4.53E-01,0.45,4.62E+02,2.83E+00,-1.03,1.54E+01,9.42E-02,-7.72,0,0,0,0,1,0.55,0,1,1,1.74,0.818314218,0.799512908,
87,O=Cc1cccc2c1nccc2,C10H7NO,0.163731246,0.151748666,157.17,12,10,0,1,2,0,47.13,29.96,1.61,1.93,2.05,1.14,2.62,1.87,-2.58,4.12E-01,2.62E-03,-2.18,1.03E+00,6.56E-03,-3.63,3.64E-02,2.32E-04,-5.89,0,2,0,0,1,0.55,0,1,1,1,0.800127539,0.813276434,
88,O=Cc1cccc2c1nccn2,C9H6N2O,0.186407767,0.175914994,158.16,12,10,0,1,3,0,44.93,42.85,1.35,1.43,1.44,0.23,2.09,1.31,-2.27,8.45E-01,5.34E-03,-1.93,1.84E+00,1.16E-02,-3.26,8.61E-02,5.45E-04,-6.25,0,2,0,0,1,0.55,0,1,1,1.26,0.794589638,0.803930968,
89,O=Cc1ccc2c(c1)nccn2,C9H6N2O,0.150881777,0.150988616,158.16,12,10,0,1,3,0,44.93,42.85,1.16,1.04,1.44,0.23,2.09,1.19,-2.03,1.49E+00,9.41E-03,-1.53,4.66E+00,2.95E-02,-3.26,8.61E-02,5.45E-04,-6.53,0,2,0,0,1,0.55,0,1,1,1.25,0.817699433,0.772848008,
90,N#CC1=C(SC)NC(=O)CC1c1ccccc1Cl,C13H11ClN2OS,0.399047052,0.402684564,278.76,18,6,0.23,2,2,1,76.93,78.19,2.24,2.18,2.66,1.81,3.1,2.4,-3.06,2.45E-01,8.78E-04,-3.46,9.77E-02,3.5E-04,-4.66,6.06E-03,2.17E-05,-6.45,0,0,0,0,0,0.55,0,0,0,3.5,0.806253978,0.740105541,
91,CN1CCOCC1.N#CC1=C(S)NC(=O)CC1c1ccccc1[N+](=O)[O-],C17H20N4O4S,0.414477525,0.433647973,376.43,26,6,0.41,2,6,1,108.2,149.98,2.48,0.91,1.05,0.5,-0.01,0.99,-2.79,6.16E-01,1.64E-03,-3.65,8.52E-02,2.26E-04,-3.04,3.42E-01,9.08E-04,-7.95,0,0,1,1,0,0.55,0,3,1,3.93,0.792030182,0.716161438,
92,C=CCN/C(=N\NC(=O)Nc1ccccc1)/S,C11H14N4OS,0.145478375,0.137828162,250.32,17,6,0.09,7,2,3,72.31,104.32,2.57,1.94,1.59,2.15,0.94,1.84,-2.41,9.66E-01,3.86E-03,-3.76,4.4E-02,1.76E-04,-3.56,6.88E-02,2.75E-04,-6.45,0,0,0,0,0,0.55,0,4,0,2.93,0.834323746,0.742977654,
93,S/C(=N/Nc1ccccc1)/Nc1ccccc1,C13H13N3S,0.123432343,0.111708483,243.33,17,12,0,4,1,2,76.19,75.22,2.08,3.84,3.03,3.35,2.25,2.91,-4.03,2.29E-02,9.41E-05,-5.12,1.86E-03,7.66E-06,-5.23,1.44E-03,5.92E-06,-5.06,0,0,0,0,0,0.55,0,3,2,2.92,0.837075968,0.7980678,
94,C=CCn1c(S)nc2c(c1=O)cccc2,C11H10N2OS,0.292100429,0.304772858,218.27,15,10,0.09,2,2,0,63.66,73.69,2.38,2.1,1.87,2.23,2.4,2.2,-2.88,2.89E-01,1.33E-03,-3.28,1.15E-01,5.27E-04,-3.38,9.12E-02,4.18E-04,-6.14,0,0,0,0,0,0.55,0,2,1,2.05,0.848559267,0.778122717,
95,C=CCNC(=S)Nc1ccc(cc1)C,C11H14N2S,0.127744511,0.119565217,206.31,14,6,0.18,5,0,2,65.25,56.15,2.62,2.54,2.28,2.35,3.23,2.6,-2.71,4.06E-01,1.97E-03,-3.37,8.88E-02,4.3E-04,-3.9,2.62E-02,1.27E-04,-5.76,0,0,0,0,0,0.55,0,2,1,2,0.836872986,0.772310793,
96,O=S(=O)(/C=C/c1ccccc1)NNc1ccccc1,C14H14N2O2S,0.153446034,0.149227111,274.34,19,12,0,5,3,2,77.13,66.58,1.86,3.19,3.38,2.34,1.26,2.41,-3.69,5.63E-02,2.05E-04,-4.26,1.51E-02,5.5E-05,-5.03,2.55E-03,9.29E-06,-5.71,0,0,0,0,0,0.55,0,0,0,3.09,0.849179076,0.701514059,
97,N#C/C(=C/c1cccnc1)/C(=S)N,C9H7N3S,0.147668394,0.155595452,189.24,13,6,0,2,2,1,54.19,94.79,1.19,0.68,1.17,-0.27,2.12,0.98,-1.65,4.22E+00,2.23E-02,-2.25,1.07E+00,5.66E-03,-2,1.91E+00,1.01E-02,-6.97,0,0,0,0,1,0.55,0,3,1,2.45,0.822409784,0.800461681,
98,CCc1ccc(cc1)/C=C(\C(=S)N)/C#N,C12H12N2S,0.130890052,0.132653061,216.3,15,6,0.17,3,1,1,66.17,81.9,2.25,2.55,2.33,1.88,3.52,2.51,-2.89,2.82E-01,1.3E-03,-3.92,2.62E-02,1.21E-04,-3.17,1.48E-01,6.82E-04,-5.81,0,0,0,0,0,0.55,0,3,1,2.46,0.868325147,0.737889354,
99,CCOc1ccc(cc1)/C=C(\C(=O)OCC)/C#N,C14H15NO3,0.18152662,0.183323477,245.27,18,6,0.29,6,4,0,68.09,59.32,2.94,2.77,2.45,1.76,2.8,2.54,-2.96,2.71E-01,1.11E-03,-3.67,5.23E-02,2.13E-04,-3.59,6.26E-02,2.55E-04,-5.83,0,0,0,0,0,0.55,0,2,1,2.54,0.836469113,0.82732322,
100,COc1ccc(cc1/C=C(\C(=S)N)/C#N)OC,C12H12N2O2S,0.220878421,0.213909994,248.3,17,6,0.17,4,3,1,69.38,100.36,2.3,1.69,1.79,0.68,2.77,1.85,-2.44,8.99E-01,3.62E-03,-3.41,9.61E-02,3.87E-04,-2.63,5.85E-01,2.36E-03,-6.61,0,0,0,0,0,0.55,0,3,1,2.58,0.804269883,0.719253294,
101,COc1ccc(cc1)/C=C(\C(=S)N)/C#N,C11H10N2OS,0.14928292,0.152278177,218.27,15,6,0.09,3,2,1,62.89,91.13,1.95,1.72,1.78,0.98,2.7,1.83,-2.37,9.21E-01,4.22E-03,-3.25,1.23E-01,5.63E-04,-2.5,6.87E-01,3.15E-03,-6.41,0,0,0,0,0,0.55,0,3,1,2.24,0.816227924,0.755090758,
102,CCOC(=O)/C(=C\c1ccc(c(c1)OC)O)/C#N,C13H13NO4,0.21356147,0.21713615,247.25,18,6,0.23,5,5,1,65.31,79.55,2.2,2.39,1.76,0.94,1.95,1.85,-2.8,3.96E-01,1.6E-03,-3.7,4.91E-02,1.99E-04,-2.61,6.03E-01,2.44E-03,-6.11,0,0,0,0,0,0.55,0,2,1,2.57,0.873991168,0.813789039,
103,COc1ccc(cc1)C=C(C#N)C#N,C11H8N2O,0.111111111,0.111178248,184.19,14,6,0.09,2,3,0,52.14,56.81,1.92,1.97,2.02,0.98,2.04,1.79,-2.41,7.19E-01,3.91E-03,-2.79,3E-01,1.63E-03,-2.79,3.01E-01,1.63E-03,-6.02,0,0,0,0,1,0.55,1,1,1,1.84,0.868263473,0.778357236,
104,N#CC(=Cc1cccnc1)C#N,C9H5N3,0.10342556,0.1081571,155.16,12,6,0,1,3,0,43.44,60.47,1.15,0.92,1.4,-0.27,1.47,0.93,-1.69,3.2E+00,2.06E-02,-1.78,2.6E+00,1.68E-02,-2.27,8.29E-01,5.35E-03,-6.59,0,2,0,0,1,0.55,0,1,1,2.11,0.829762849,0.825025622,
105,N#CC(=Cc1cccs1)C#N,C8H4N2S,0.099734043,0.090198437,160.2,11,5,0,1,2,0,43.52,75.82,1.58,1.71,2.07,0.33,2.62,1.66,-2.18,1.06E+00,6.59E-03,-2.92,1.94E-01,1.21E-03,-1.92,1.94E+00,1.21E-02,-6.06,0,1,0,0,1,0.55,0,1,1,2.45,0.850039257,0.797290806,
106,CCc1ccc(cc1)C=C(C#N)C#N,C12H10N2,0.092297477,0.091349062,182.22,14,6,0.17,2,2,0,55.42,47.58,2.1,2.83,2.57,1.88,2.87,2.45,-2.94,2.1E-01,1.15E-03,-3.49,5.94E-02,3.26E-04,-3.45,6.45E-02,3.54E-04,-5.4,0,0,0,0,1,0.55,1,1,1,2.08,0.827350283,0.734831029,
107,O=Cc1cc(Cl)cc2c1OCOC2,C9H7ClO3,0.22625,0.236013986,198.6,13,6,0.22,1,3,0,47.27,35.53,1.97,1.51,1.87,1.14,2.9,1.88,-2.3,1E+00,5.03E-03,-1.86,2.71E+00,1.37E-02,-3,2E-01,1E-03,-6.44,0,0,0,0,1,0.55,0,1,1,2.34,0.81425694,0.777344493,
108,O=Cc1cc(cc2c1OCOC2)C(=O)O,C10H8O5,0.21361649,0.225655977,208.17,15,6,0.2,2,5,1,49.22,72.83,1.15,0.4,0.91,0.19,1.64,0.86,-1.55,5.91E+00,2.84E-02,-1.5,6.65E+00,3.19E-02,-1.76,3.63E+00,1.75E-02,-7.29,0,0,0,0,0,0.85,0,1,1,2.41,0.798417254,0.775612939,
109,O=C(Nc1cccc(c1)C(F)(F)F)/C=C/C(=O)N,C11H9F3N2O2,0.184746877,0.16935003,258.2,18,6,0.09,5,5,2,57.8,72.19,1.49,1.68,2.65,1.63,1.73,1.84,-2.42,9.91E-01,3.84E-03,-2.81,3.99E-01,1.55E-03,-2.97,2.78E-01,1.08E-03,-6.68,0,0,0,0,0,0.55,0,1,0,1.97,0.808971321,0.704704238,
110,NC(=S)NC1=NN(CC1)c1cccc(c1)C,C11H14N4S,0.256234414,0.255196305,234.32,16,6,0.27,3,1,2,76.36,85.74,1.98,2.25,0.59,1.85,2.3,1.79,-2.79,3.8E-01,1.62E-03,-3.69,4.82E-02,2.06E-04,-2.84,3.42E-01,1.46E-03,-6.13,0,0,0,0,0,0.55,0,1,1,2.79,0.821770825,0.792489422,
111,OC(=O)CN1C(=S)S/C(=C\c2ccco2)/C1=O,C10H7NO4S2,0.362007168,0.367152466,269.3,17,5,0.1,3,4,1,70.08,128.14,1.63,1.67,1.08,-0.47,2.27,1.24,-2.58,7.06E-01,2.62E-03,-3.98,2.85E-02,1.06E-04,-1.68,5.64E+00,2.09E-02,-6.76,0,0,0,0,0,0.56,1,2,0,3.17,0.849814829,0.74311761,
112,COC(=O)CN1C(=S)S/C(=C\c2ccccc2)/C1=O,C13H11NO3S2,0.34055355,0.351642129,293.36,19,6,0.15,4,3,0,82.13,104,2.74,2.9,1.57,1.16,3.36,2.35,-3.46,1.03E-01,3.5E-04,-4.74,5.28E-03,1.8E-05,-3.16,2.03E-01,6.93E-04,-6.03,0,0,0,0,0,0.55,1,2,0,3.11,0.859500413,0.760981029,
113,OC(=O)CN1C(=S)S/C(=C\c2ccc(cc2)C)/C1=O,C13H11NO3S2,0.332729469,0.342792281,293.36,19,6,0.15,3,3,1,82.78,115,2.12,2.94,1.79,1.16,3.34,2.27,-3.55,8.33E-02,2.84E-04,-5.02,2.82E-03,9.62E-06,-2.84,4.21E-01,1.44E-03,-6,0,0,0,0,0,0.56,1,2,0,3.14,0.863976643,0.721516755,
114,C=CCNC(=O)COc1cccc2c1cccc2,C15H15NO2,0.156187955,0.140634351,241.29,18,10,0.13,6,2,1,72.2,38.33,2.44,3.19,2.52,2.34,3.14,2.73,-3.36,1.05E-01,4.36E-04,-3.67,5.2E-02,2.16E-04,-5.08,2.03E-03,8.39E-06,-5.51,0,0,0,0,0,0.55,0,1,1,1.93,0.816598443,0.746569239,
115,C=CCNC(=O)COc1ccc2c(c1)cccc2,C15H15NO2,0.142381903,0.129440096,241.29,18,10,0.13,6,2,1,72.2,38.33,2.37,2.92,2.52,2.34,3.14,2.66,-3.19,1.56E-01,6.45E-04,-3.39,9.92E-02,4.11E-04,-5.08,2.03E-03,8.39E-06,-5.7,0,0,0,0,0,0.55,0,1,1,1.93,0.827460317,0.761955086,
116,N#Cc1ccc(nc1SC(c1ccccc1)C(=O)O)C,C15H12N2O2S,0.332934132,0.354344123,284.33,20,12,0.13,4,4,1,76.7,99.28,1.76,3.11,2.86,1.47,3.01,2.44,-3.74,5.15E-02,1.81E-04,-4.86,3.89E-03,1.37E-05,-4.54,8.13E-03,2.86E-05,-5.83,0,0,0,0,0,0.56,0,0,0,3.22,0.820518741,0.793680911,
117,Cc1cc(O)nc(n1)S,C5H6N2OS,0.12082777,0.110574018,142.18,9,6,0.2,0,3,1,36.27,84.81,1.61,1.07,0.78,-0.05,1.19,0.92,-1.89,1.84E+00,1.29E-02,-2.44,5.13E-01,3.61E-03,-1.55,4.01E+00,2.82E-02,-6.41,0,3,0,0,1,0.55,0,1,1,1.42,0.83279654,0.812815688,
118,N#CCCN(C(=O)c1ccc(s1)[N+](=O)[O-])CCC#N,C11H10N4O3S,0.284019975,0.274295572,278.29,19,5,0.36,7,5,0,69.76,141.95,0.83,0.94,1.93,0.03,0.38,0.82,-1.89,3.58E+00,1.29E-02,-3.51,8.65E-02,3.11E-04,-2.12,2.1E+00,7.55E-03,-7.33,0,0,1,1,0,0.55,0,2,0,2.65,0.773818241,0.80764774,
119,N#CCCN(C(=O)c1cc(Cl)cc(c1)Cl)CCC#N,C13H11Cl2N3O,0.200651466,0.181818182,296.15,19,6,0.31,6,3,0,73.09,67.89,2.03,2.02,3.26,2.15,3.16,2.52,-2.79,4.84E-01,1.64E-03,-3.07,2.5E-01,8.45E-04,-4.7,5.95E-03,2.01E-05,-6.67,0,0,0,0,0,0.55,0,0,0,1.75,0.753818655,0.806704184,
120,CCOC(=O)/C(=C\c1ccc(cc1)N1CCN(CC1)C)/C#N,C17H21N3O2,0.245817246,0.235259434,299.37,22,6,0.41,5,4,0,93.06,56.57,3.08,2.36,1.04,1.29,2.08,1.97,-3.05,2.64E-01,8.82E-04,-3.19,1.94E-01,6.48E-04,-3.21,1.83E-01,6.12E-04,-6.45,0,0,0,0,0,0.55,1,2,0,2.77,0.801472821,0.769092836,
121,O=C(/C=C/c1ccco1)OCC(=O)c1ccccc1,C15H12O4,0.191054313,0.183040936,256.25,19,11,0.07,6,4,0,69.41,56.51,2.73,2.71,2.61,1.16,3.12,2.47,-3.17,1.74E-01,6.78E-04,-3.55,7.22E-02,2.82E-04,-4.26,1.39E-02,5.43E-05,-5.94,0,0,0,0,0,0.55,0,1,0,2.7,0.826997245,0.782653411,
122,Sc1nnc(o1)Cc1ccccc1,C9H8N2OS,0.139549839,0.145994065,192.24,13,11,0.11,2,3,0,51,77.72,2.17,1.78,1.95,1.66,2.51,2.01,-2.65,4.33E-01,2.25E-03,-3.03,1.79E-01,9.32E-04,-3.9,2.41E-02,1.26E-04,-6.21,0,0,0,0,1,0.55,0,1,1,1.81,0.818846254,0.781477627,
123,N#Cc1cnn(c1N=CN(C)C)c1ccccc1,C13H13N5,0.300665457,0.324727481,239.28,18,11,0.15,3,3,0,70,57.21,2.58,1.6,1.97,1.64,1.4,1.84,-2.59,6.21E-01,2.6E-03,-2.41,9.25E-01,3.86E-03,-3.22,1.43E-01,5.97E-04,-6.62,0,0,0,0,0,0.55,0,2,1,2.76,0.855728761,0.791268406,
124,COC(=O)C(=NNc1ccc2c(c1)OCCO2)C(=O)OC,C13H14N2O6,0.232876712,0.245777519,294.26,21,6,0.31,6,7,1,72.1,95.45,2.53,2.71,0.38,0.04,1.23,1.38,-3.19,1.91E-01,6.5E-04,-4.37,1.26E-02,4.29E-05,-2.72,5.62E-01,1.91E-03,-6.17,0,0,0,0,0,0.55,0,3,0,2.99,0.857409203,0.721765734,
125,ClCC(=O)Nc1ccc2c(c1)OCO2,C9H8ClNO3,0.207166124,0.191943128,213.62,14,6,0.22,3,3,1,51.61,47.56,1.52,1.39,1.4,0.97,1.91,1.44,-2.16,1.48E+00,6.93E-03,-1.99,2.17E+00,1.02E-02,-3.18,1.42E-01,6.64E-04,-6.62,0,0,0,0,0,0.55,0,1,1,2.11,0.836078034,0.744977999,
126,N#Cc1cnn(c1N)c1nc(C)cc(n1)O,C9H8N6O,0.328850856,0.338496845,216.2,16,11,0.11,1,5,2,55.26,113.64,1.6,0.81,0.14,-0.5,-0.31,0.35,-2.13,1.59E+00,7.35E-03,-2.78,3.6E-01,1.67E-03,-1.73,4.04E+00,1.87E-02,-7.04,0,0,0,0,0,0.55,0,0,1,2.76,0.816095833,0.820598887,
127,N#CCc1ccc(c(c1)OC)OC,C10H11NO2,0.138542351,0.136936937,177.2,13,6,0.3,3,3,0,48.95,42.25,1.99,1.15,1.77,1.13,2.16,1.64,-1.81,2.77E+00,1.56E-02,-1.63,4.14E+00,2.33E-02,-3.14,1.28E-01,7.23E-04,-6.56,0,0,0,0,1,0.55,0,0,1,1.44,0.901859337,0.765278839,
128,COC(=O)Cc1cc(OC)c(cc1[N+](=O)[O-])OC,C11H13NO6,0.302367942,0.313568985,255.22,18,6,0.36,6,6,0,64.11,90.58,2.08,1.48,1.33,0.41,0.04,1.07,-2.21,1.59E+00,6.23E-03,-2.99,2.62E-01,1.03E-03,-2.52,7.73E-01,3.03E-03,-6.81,0,0,0,0,0,0.55,0,2,0,2.47,0.749723616,0.749331193,
129,COC(=O)CS(=O)(=O)CS(=O)(=O)CC(=O)OC,C7H12O8S2,0.119078947,0.108462455,288.3,17,0,0.71,8,8,0,56.26,137.64,0.12,-1.08,0.28,-1.36,-0.99,-0.61,-0.42,1.1E+02,3.81E-01,-1.32,1.38E+01,4.78E-02,-1.09,2.33E+01,8.07E-02,-8.83,0,0,0,1,0,0.55,0,1,1,3.07,0.84370353,0.732123608,
130,CN(S(=O)(=O)c1cccc2c1nsn2)CCC#N,C10H10N4O2S2,0.304580607,0.325817362,282.34,18,9,0.3,4,6,0,67.58,123.57,1.67,0.63,2.31,-0.6,1.2,1.04,-2.09,2.28E+00,8.06E-03,-2.8,4.48E-01,1.59E-03,-3.14,2.05E-01,7.26E-04,-7.57,0,0,0,0,0,0.55,0,0,0,2.67,0.802657005,0.799932381,
131,NNc1ccc(cc1)S(=O)(=O)O,C6H8N2O3S,0.11404087,0.109178164,188.2,12,6,0,2,4,3,43.51,100.8,-0.07,-4.52,1.11,0.49,-1.24,-0.85,1.6,7.54E+03,4.01E+01,3.02,1.98E+05,1.05E+03,-1.44,6.8E+00,3.61E-02,-10.66,0,0,0,0,2,0.56,0,2,1,2.05,0.808255897,0.771528317,
132,O=C1C=CC(=O)N1c1ccccc1,C10H7NO2,0.162162162,0.152969406,173.17,13,6,0,1,2,0,51.01,37.38,1.66,1.09,0.74,1.52,1.27,1.26,-1.88,2.3E+00,1.33E-02,-1.47,5.9E+00,3.41E-02,-2.15,1.23E+00,7.11E-03,-6.58,0,0,0,0,1,0.55,0,1,1,1.84,0.853821166,0.784191914,
133,S=C1NC(=O)/C(=C/c2cccnc2)/S1,C9H6N2OS2,0.239726027,0.249273678,222.29,14,6,0,1,2,1,64.13,99.38,1.38,1.73,1.08,0.14,3.16,1.5,-2.56,6.13E-01,2.76E-03,-3.43,8.19E-02,3.69E-04,-3.04,2.05E-01,9.2E-04,-6.43,0,0,0,0,0,0.55,1,2,1,2.7,0.840103213,0.762140456,
134,N#CCc1nc2c([nH]1)cccc2,C9H7N3,0.121568627,0.123427202,157.17,12,9,0.11,1,2,1,45.62,52.47,0.87,1.27,1.63,0.67,2.3,1.35,-2.1,1.24E+00,7.88E-03,-1.97,1.68E+00,1.07E-02,-3.39,6.43E-02,4.09E-04,-6.36,0,2,0,0,1,0.55,0,0,1,1.48,0.811970434,0.772441564,
135,OC(=O)CC(C(=O)c1cccs1)Br,C8H7BrO3S,0.180904523,0.185465116,263.11,13,5,0.25,4,3,1,53.77,82.61,1.23,1.94,2.17,0.82,2.82,1.8,-2.71,5.08E-01,1.93E-03,-3.3,1.32E-01,5.02E-04,-2.3,1.33E+00,5.05E-03,-6.53,0,0,0,0,0,0.56,0,1,0,2.74,0.823364724,0.813321332,
136,N#C/C(=C/c1ccccc1F)/C(=O)OC,C11H8FNO2,0.168367347,0.180201541,205.19,15,6,0.09,3,4,0,51.95,50.09,1.89,2.23,2.22,1.94,2.38,2.13,-2.62,4.98E-01,2.43E-03,-2.92,2.48E-01,1.21E-03,-2.94,2.38E-01,1.16E-03,-5.97,0,0,0,0,0,0.55,0,2,1,2.48,0.854002625,0.808896063,
